,day_counter,0,1,2,3,4,5
2011-09-07,614,94,4,,,,
2011-09-08,615,95,4,,,,
2011-09-09,616,96,4,,,,
2011-09-10,617,97,4,,,,
2011-09-11,618,97,4,,,,
2011-09-12,619,96,4,,,,
2011-09-13,620,96,4,,,,
2011-09-14,621,96,4,,,,
2011-09-15,622,96,4,,,,
2011-09-16,623,95,4,,,,
2011-09-17,624,95,4,,,,
2011-09-18,625,95,4,,,,
2011-09-19,626,93,4,,,,
2011-09-20,627,94,4,,,,
2011-09-21,628,96,4,,,,
2011-09-22,629,96,4,,,,
2011-09-23,630,97,4,,,,
2011-09-24,631,97,4,,,,
2011-09-25,632,97,4,,,,
2011-09-26,633,96,4,,,,
2011-09-27,634,97,4,,,,
2011-09-28,635,96,4,,,,
2011-09-29,636,96,4,,,,
2011-09-30,637,98,4,,,,
2011-10-01,638,98,4,,,,
2011-10-02,639,98,4,,,,
2011-10-03,640,98,4,,,,
2011-10-04,641,97,4,,,,
2011-10-05,642,97,4,,,,
2011-10-06,643,97,4,,,,
2011-10-07,644,97,4,,,,
2011-10-08,645,97,4,,,,
2011-10-09,646,97,4,,,,
2011-10-10,647,97,4,,,,
2011-10-11,648,93,4,,,,
2011-10-12,649,93,4,,,,
2011-10-13,650,93,4,,,,
2011-10-14,651,93,4,,,,
2011-10-15,652,93,4,,,,
2011-10-16,653,93,4,,,,
2011-10-17,654,93,4,,,,
2011-10-18,655,93,4,,,,
2011-10-19,656,93,4,,,,
2011-10-20,657,93,4,,,,
2011-10-21,658,93,4,,,,
2011-10-22,659,93,4,,,,
2011-10-23,660,93,4,,,,
2011-10-24,661,93,4,,,,
2011-10-25,662,93,4,,,,
2011-10-26,663,93,4,,,,
2011-10-27,664,92,4,,,,
2011-10-28,665,92,4,,,,
2011-10-29,666,92,4,,,,
2011-10-30,667,92,4,,,,
2011-10-31,668,91,4,,,,
2011-11-01,669,91,4,,,,
2011-11-02,670,91,4,,,,
2011-11-03,671,92,4,,,,
2011-11-04,672,93,4,,,,
2011-11-05,673,93,4,,,,
2011-11-06,674,93,4,,,,
2011-11-07,675,92,4,,,,
2011-11-08,676,92,4,,,,
2011-11-09,677,92,4,,,,
2011-11-10,678,92,4,,,,
2011-11-11,679,92,4,,,,
2011-11-12,680,92,4,,,,
2011-11-13,681,92,4,,,,
2011-11-14,682,93,2,,,,
2011-11-15,683,93,2,,,,
2011-11-16,684,94,2,,,,
2011-11-17,685,93,2,,,,
2011-11-18,686,93,2,,,,
2011-11-19,687,93,2,,,,
2011-11-20,688,93,2,,,,
2011-11-21,689,93,2,,,,
2011-11-22,690,94,2,,,,
2011-11-23,691,94,2,,,,
2011-11-24,692,93,2,,,,
2011-11-25,693,92,2,,,,
2011-11-26,694,92,2,,,,
2011-11-27,695,92,2,,,,
2011-11-28,696,93,2,,,,
2011-11-29,697,93,2,,,,
2011-11-30,698,93,2,,,,
2011-12-01,699,92,2,,,,
2011-12-02,700,92,2,,,,
2011-12-03,701,92,2,,,,
2011-12-04,702,93,2,,,,
2011-12-05,703,94,2,,,,
2011-12-06,704,94,2,,,,
2011-12-07,705,95,2,,,,
2011-12-08,706,95,2,,,,
2011-12-09,707,96,2,,,,
2011-12-10,708,96,2,,,,
2011-12-11,709,97,2,,,,
2011-12-12,710,97,2,,,,
2011-12-13,711,97,2,,,,
2011-12-14,712,97,2,,,,
2011-12-15,713,97,2,,,,
2011-12-16,714,95,2,,,,
2011-12-17,715,95,2,,,,
2011-12-18,716,94,4,,,,
2011-12-19,717,94,4,,,,
2011-12-20,718,96,4,,,,
2011-12-21,719,97,4,,,,
2011-12-22,720,97,4,,,,
2011-12-23,721,97,4,,,,
2011-12-24,722,97,4,,,,
2011-12-25,723,97,4,,,,
2011-12-26,724,97,4,,,,
2011-12-27,725,97,4,,,,
2011-12-28,726,97,4,,,,
2011-12-29,727,97,4,,,,
2011-12-30,728,97,4,,,,
2011-12-31,729,97,4,,,,
2012-01-01,730,94,4,,,,
2012-01-02,731,94,4,,,,
2012-01-03,732,94,4,,,,
2012-01-04,733,94,4,,,,
2012-01-05,734,94,4,,,,
2012-01-06,735,94,4,,,,
2012-01-07,736,94,4,,,,
2012-01-08,737,94,4,,,,
2012-01-09,738,94,4,,,,
2012-01-10,739,94,4,,,,
2012-01-11,740,94,4,,,,
2012-01-12,741,94,4,,,,
2012-01-13,742,94,4,,,,
2012-01-14,743,94,4,,,,
2012-01-15,744,94,4,,,,
2012-01-16,745,94,4,,,,
2012-01-17,746,94,4,,,,
2012-01-18,747,94,4,,,,
2012-01-19,748,93,4,,,,
2012-01-20,749,93,4,,,,
2012-01-21,750,93,4,,,,
2012-01-22,751,93,4,,,,
2012-01-23,752,93,4,,,,
2012-01-24,753,92,4,,,,
2012-01-25,754,92,4,,,,
2012-01-26,755,93,4,,,,
2012-01-27,756,92,4,,,,
2012-01-28,757,92,4,,,,
2012-01-29,758,92,4,,,,
2012-01-30,759,92,4,,,,
2012-01-31,760,93,4,,,,
2012-02-01,761,93,4,,,,
2012-02-02,762,93,4,,,,
2012-02-03,763,92,4,,,,
2012-02-04,764,93,4,,,,
2012-02-05,765,93,4,,,,
2012-02-06,766,93,4,,,,
2012-02-07,767,93,4,,,,
2012-02-08,768,93,4,,,,
2012-02-09,769,93,4,,,,
2012-02-10,770,92,4,,,,
2012-02-11,771,90,4,,,,
2012-02-12,772,90,4,,,,
2012-02-13,773,91,4,,,,
2012-02-14,774,91,4,,,,
2012-02-15,775,91,4,,,,
2012-02-16,776,91,4,,,,
2012-02-17,777,89,4,,,,
2012-02-18,778,89,4,,,,
2012-02-19,779,89,4,,,,
2012-02-20,780,90,4,,,,
2012-02-21,781,90,4,,,,
2012-02-22,782,90,4,,,,
2012-02-23,783,90,4,,,,
2012-02-24,784,90,4,,,,
2012-02-25,785,89,6,,,,
2012-02-26,786,89,6,,,,
2012-02-27,787,89,6,,,,
2012-02-28,788,89,6,,,,
2012-02-29,789,89,6,,,,
2012-03-01,790,89,9,,,,
2012-03-02,791,90,9,,,,
2012-03-03,792,90,9,,,,
2012-03-04,793,90,9,,,,
2012-03-05,794,90,9,,,,
2012-03-06,795,90,9,,,,
2012-03-07,796,90,9,,,,
2012-03-08,797,89,9,,,,
2012-03-09,798,88,9,,,,
2012-03-10,799,88,9,,,,
2012-03-11,800,88,9,,,,
2012-03-12,801,88,9,,,,
2012-03-13,802,88,9,,,,
2012-03-14,803,88,9,,,,
2012-03-15,804,87,9,,,,
2012-03-16,805,87,9,,,,
2012-03-17,806,87,9,,,,
2012-03-18,807,88,9,,,,
2012-03-19,808,88,9,,,,
2012-03-20,809,88,9,,,,
2012-03-21,810,88,9,,,,
2012-03-22,811,88,9,,,,
2012-03-23,812,88,9,,,,
2012-03-24,813,88,9,,,,
2012-03-25,814,86,9,,,,
2012-03-26,815,86,9,,,,
2012-03-27,816,86,9,,,,
2012-03-28,817,86,9,,,,
2012-03-29,818,87,9,,,,
