,day_counter,0,1,2,3,4
2011-08-14,590,261,,,,
2011-08-15,591,261,,,,
2011-08-16,592,261,,,,
2011-08-17,593,262,,,,
2011-08-18,594,261,,,,
2011-08-19,595,260,2,,,
2011-08-20,596,260,2,,,
2011-08-21,597,262,2,,,
2011-08-22,598,262,2,,,
2011-08-23,599,262,2,,,
2011-08-24,600,264,2,,,
2011-08-25,601,264,2,,,
2011-08-26,602,264,4,,,
2011-08-27,603,266,4,,,
2011-08-28,604,266,4,,,
2011-08-29,605,267,4,,,
2011-08-30,606,268,4,,,
2011-08-31,607,268,4,,,
2011-09-01,608,267,5,,,
2011-09-02,609,267,5,,,
2011-09-03,610,267,5,,,
2011-09-04,611,267,5,,,
2011-09-05,612,267,5,,,
2011-09-06,613,267,5,,,
2011-09-07,614,267,5,,,
2011-09-08,615,268,5,,,
2011-09-09,616,269,5,,,
2011-09-10,617,270,5,,,
2011-09-11,618,271,5,,,
2011-09-12,619,271,5,,,
2011-09-13,620,271,5,,,
2011-09-14,621,272,4,,,
2011-09-15,622,272,4,,,
2011-09-16,623,273,4,,,
2011-09-17,624,273,4,,,
2011-09-18,625,273,4,,,
2011-09-19,626,273,4,,,
2011-09-20,627,275,4,,,
2011-09-21,628,275,6,,,
2011-09-22,629,275,6,,,
2011-09-23,630,276,6,,,
2011-09-24,631,276,6,,,
2011-09-25,632,276,6,,,
2011-09-26,633,277,4,,,
2011-09-27,634,278,4,,,
2011-09-28,635,279,2,,,
2011-09-29,636,279,2,,,
2011-09-30,637,282,,,,
2011-10-01,638,282,,,,
2011-10-02,639,282,,,,
2011-10-03,640,282,,,,
2011-10-04,641,282,,,,
2011-10-05,642,282,,,,
2011-10-06,643,282,,,,
2011-10-07,644,282,,,,
2011-10-08,645,282,,,,
2011-10-09,646,282,,,,
2011-10-10,647,282,,,,
2011-10-11,648,281,,,,
2011-10-12,649,281,,,,
2011-10-13,650,281,,,,
2011-10-14,651,281,,,,
2011-10-15,652,281,,,,
2011-10-16,653,281,,,,
2011-10-17,654,281,,,,
2011-10-18,655,281,,,,
2011-10-19,656,281,,,,
2011-10-20,657,281,,,,
2011-10-21,658,281,,,,
2011-10-22,659,280,,,,
2011-10-23,660,280,,,,
2011-10-24,661,280,,,,
2011-10-25,662,280,,,,
2011-10-26,663,280,,,,
2011-10-27,664,280,,,,
2011-10-28,665,280,,,,
2011-10-29,666,280,,,,
2011-10-30,667,280,,,,
2011-10-31,668,278,2,,,
2011-11-01,669,279,2,,,
2011-11-02,670,279,2,,,
2011-11-03,671,280,2,,,
2011-11-04,672,281,2,,,
2011-11-05,673,281,2,,,
2011-11-06,674,281,2,,,
2011-11-07,675,281,2,,,
2011-11-08,676,281,2,,,
2011-11-09,677,282,2,,,
2011-11-10,678,282,2,,,
2011-11-11,679,282,2,,,
2011-11-12,680,282,2,,,
2011-11-13,681,282,2,,,
2011-11-14,682,284,2,,,
2011-11-15,683,284,2,,,
2011-11-16,684,286,2,,,
2011-11-17,685,286,2,,,
2011-11-18,686,286,2,,,
2011-11-19,687,286,2,,,
2011-11-20,688,286,2,,,
2011-11-21,689,286,2,,,
2011-11-22,690,289,,,,
2011-11-23,691,289,,,,
2011-11-24,692,289,,,,
2011-11-25,693,289,,,,
2011-11-26,694,289,,,,
2011-11-27,695,289,,,,
2011-11-28,696,290,,,,
2011-11-29,697,290,,,,
2011-11-30,698,290,,,,
2011-12-01,699,290,,,,
2011-12-02,700,290,,,,
2011-12-03,701,290,,,,
2011-12-04,702,291,,,,
2011-12-05,703,291,,,,
2011-12-06,704,290,,,,
2011-12-07,705,290,,,,
2011-12-08,706,290,,,,
2011-12-09,707,293,,,,
2011-12-10,708,294,,,,
2011-12-11,709,295,,,,
2011-12-12,710,296,,,,
2011-12-13,711,296,,,,
2011-12-14,712,296,,,,
2011-12-15,713,296,,,,
2011-12-16,714,296,,,,
2011-12-17,715,296,,,,
2011-12-18,716,295,2,,,
2011-12-19,717,295,2,,,
2011-12-20,718,297,2,,,
2011-12-21,719,298,2,,,
2011-12-22,720,298,2,,,
2011-12-23,721,298,2,,,
2011-12-24,722,298,2,,,
2011-12-25,723,299,2,,,
2011-12-26,724,299,2,,,
2011-12-27,725,299,2,,,
2011-12-28,726,299,2,,,
2011-12-29,727,299,2,,,
2011-12-30,728,299,2,,,
2011-12-31,729,299,2,,,
2012-01-01,730,298,2,,,
2012-01-02,731,298,2,,,
2012-01-03,732,298,2,,,
2012-01-04,733,298,2,,,
2012-01-05,734,298,2,,,
2012-01-06,735,298,2,,,
2012-01-07,736,298,2,,,
2012-01-08,737,298,2,,,
2012-01-09,738,298,2,,,
2012-01-10,739,299,2,,,
